4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
5	 1:-.369414857588959	 2:7.84332289272449E-02	 3:1.2974692994192	 4:-.983612727887486	 5:.713640052235832	 6:.482144492918339	 7:.826000503748009	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.35604013955401
7	 1:-.184418371785411	 2:-.479314176777608	 3:-1.00757965129924	 4:.90303576003168	 5:.713640052235832	 6:.664852841331333	 7:.326225743569318	 8:.168497678378657	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:.667917336790525	 15:-.105304810091389	 16:-1.03815387897482
19	 1:.740564057232326	 2:7.84332289272449E-02	 3:.301093301366709	 4:.772922071209668	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-.796251374772415	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.150372037691222	 15:-.105304810091389	 16:-1.03815387897482
9	 1:-.554411343392506	 2:-.29339837487599	 3:-.769639114450893	 4:-.707121139140712	 5:4.41052114646198E-03	 6:.482144492918339	 7:.593962222236474	 8:.641413880903693	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
17	 1:.185574599821683	 2:-.107482572974372	 3:.955429777699688	 4:.78918628231242	 5:-.527511627170566	 6:.482144492918339	 7:-1.4229859170561	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:1.35604013955401
7	 1:-.739407829196054	 2:-.665229978679225	 3:-.843995532216004	 4:1.50481157083348	 5:.53633266946349	 6:.847561189744327	 7:-1.01245664976646	 8:-2.06688026313566E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.81207709546426
17	 1:.185574599821683	 2:-.107482572974372	 3:1.22311288165408	 4:-1.19504747222325	 5:-.17289686162588	 6:-6.59805523206427E-02	 7:-1.0838530440777	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:.557975466711068
12	 1:-.184418371785411	 2:-.29339837487599	 3:1.19337031454804	 4:.252467315921622	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:.593962222236474	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.35604013955401
4	 1:-.739407829196054	 2:-.851145780580843	 3:.658004106639243	 4:.805450493415171	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:-1.06600394549989	 8:-1.51508400261047	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.01401242262132
9	 1:-.924404314999601	 2:-.665229978679225	 3:-1.7808863960564	 4:.041032571585854	 5:-.17289686162588	 6:-1.52764733962459	 7:1.46856805254918	 8:-1.43941741020646	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
9	 1:1.48055000044651	 2:1.19392804033695	 3:.301093301366709	 4:-1.43901063876452	 5:-.350204244398223	 6:-1.52764733962459	 7:-1.7799678886123	 8:-.153085339338366	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.576996295181442	 15:9.52256354112135	 16:2.61014176830721
3	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.992708367746227	 4:1.00062102664818	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-1.05958245378205	 15:-.105304810091389	 16:1.47004937853157
14	 1:-.554411343392506	 2:-.851145780580843	 3:.910815927040621	 4:.236203104818871	 5:.890947435008175	 6:-6.59805523206427E-02	 7:.344074842147129	 8:-1.04216780008543	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:-.240089206131876
5	 1:-.739407829196054	 2:-1.40889318628569	 3:.762103091510399	 4:-.495686394804943	 5:-1.41404854103227	 6:-1.52764733962459	 7:.933095095214872	 8:7.39144378736505E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.04009557341939
15	 1:.925560543035873	 2:.45026483273048	 3:.717489240851332	 4:-1.16251905001775	 5:.713640052235832	 6:1.5783945833963	 7:1.04018968668173	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.696126162042131
2	 1:-.739407829196054	 2:1.00801223843533	 3:-.754767830897871	 4:1.1957915598812	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:.593962222236474	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.554411343392506	 2:7.84332289272449E-02	 3:.211865600048575	 4:.886771548928928	 5:-1.41404854103227	 6:-.43139724914663	 7:-1.31589132558923	 8:-9.63353950353624E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:.329956988755941
12	 1:-.739407829196054	 2:-.107482572974372	 3:-.754767830897871	 4:-.511950605907694	 5:.713640052235832	 6:-2.25848073327657	 7:1.04018968668173	 8:-.209835283641371	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.126079967154313
7	 1:5.78114018136053E-04	 2:-.29339837487599	 3:1.58002368692662	 4:-1.2438401055315	 5:-1.59135592380462	 6:-1.52764733962459	 7:.469018532191801	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.667917336790525	 15:-.105304810091389	 16:-1.03815387897482
17	 1:4.07050080169618	 2:4.16858087076283	 3:1.17849903099502	 4:-.365572705982931	 5:.890947435008175	 6:-1.52764733962459	 7:.344074842147129	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
15	 1:-.739407829196054	 2:-1.03706158248246	 3:1.14875646388897	 4:.252467315921622	 5:-.882126392715251	 6:.664852841331333	 7:-1.44083501563391	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
9	 1:.740564057232326	 2:.822096436533715	 3:.776974375063421	 4:-.902291672373729	 5:-1.41404854103227	 6:-.979522294385613	 7:.254829349258077	 8:1.30349656443874	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-.665229978679225	 3:.301093301366709	 4:1.17952734877845	 5:.890947435008175	 6:-1.52764733962459	 7:-.97675845261084	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
3	 1:-.739407829196054	 2:.45026483273048	 3:.70261795729831	 4:-1.40648221655902	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
11	 1:.370571085625231	 2:.636180634632098	 3:-.189659055883025	 4:.154882049305114	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
19	 1:-.739407829196054	 2:-1.03706158248246	 3:.539033838215065	 4:.415109426949137	 5:.53633266946349	 6:-.979522294385613	 7:-1.01245664976646	 8:1.30349656443874	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
5	 1:-.739407829196054	 2:-.479314176777608	 3:1.5651524033736	 4:.886771548928928	 5:-1.41404854103227	 6:-.614105597559625	 7:.254829349258077	 8:-1.40158411400446	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.01401242262132
5	 1:-.739407829196054	 2:1.93759124794342	 3:.24160816715462	 4:.984356815545437	 5:.890947435008175	 6:-1.52764733962459	 7:1.23652977103764	 8:-.871917967176421	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
16	 1:-.739407829196054	 2:-.29339837487599	 3:.910815927040621	 4:1.60239683744999	 5:.890947435008175	 6:-1.52764733962459	 7:.344074842147129	 8:1.28457991633774	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
13	 1:1.29555351464296	 2:1.00801223843533	 3:1.58002368692662	 4:.707865226798663	 5:-1.23674115825993	 6:-.614105597559625	 7:-.120001720875941	 8:-1.40158411400446	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
14	 1:-.739407829196054	 2:-1.22297738438407	 3:.925687210593644	 4:.886771548928928	 5:-2.12327807212165	 6:.664852841331333	 7:-1.58362780425639	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.81207709546426
9	 1:-.739407829196054	 2:-.479314176777608	 3:.806716942169466	 4:-1.30889694994251	 5:.890947435008175	 6:-1.71035568803758	 7:.344074842147129	 8:.225247622681662	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
17	 1:-.554411343392506	 2:.45026483273048	 3:-.427599592731381	 4:-1.01614115009298	 5:.713640052235832	 6:.664852841331333	 7:1.21868067245983	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
12	 1:1.48055000044651	 2:1.37984384223856	 3:.806716942169466	 4:-.12160953944166	 5:.890947435008175	 6:1.5783945833963	 7:-.97675845261084	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
15	 1:-.739407829196054	 2:-.479314176777608	 3:.226736883601597	 4:-.772177983551718	 5:.890947435008175	 6:.664852841331333	 7:-.97675845261084	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
1	 1:-.554411343392506	 2:-.851145780580843	 3:-.293758040754181	 4:.854243126723426	 5:.713640052235832	 6:.664852841331333	 7:-1.69072239572325	 8:-.342251820348381	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-.240089206131876
17	 1:-.554411343392506	 2:-.665229978679225	 3:.881073359934577	 4:.90303576003168	 5:-1.41404854103227	 6:.664852841331333	 7:1.41502075681575	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
7	 1:-.369414857588959	 2:-.479314176777608	 3:-.368114458519292	 4:-1.01614115009298	 5:.713640052235832	 6:1.5783945833963	 7:-.994607551188651	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
9	 1:-.739407829196054	 2:-.851145780580843	 3:-.843995532216004	 4:1.30964103760046	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:-.137850819453751	 8:1.66291287835777	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
6	 1:1.85054297205361	 2:1.7516754460418	 3:-.977837084193205	 4:1.26084840429221	 5:-1.41404854103227	 6:-.979522294385613	 7:-.137850819453751	 8:1.30349656443874	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
5	 1:-.739407829196054	 2:-.665229978679225	 3:-.189659055883025	 4:.935564182237183	 5:.713640052235832	 6:-.248688900733636	 7:.326225743569318	 8:.565747288499687	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
13	 1:1.66554648625006	 2:1.7516754460418	 3:1.17849903099502	 4:1.45601893752522	 5:.890947435008175	 6:1.5783945833963	 7:.344074842147129	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
9	 1:-.739407829196054	 2:-.479314176777608	 3:1.01491491191177	 4:-1.16251905001775	 5:-.17289686162588	 6:.664852841331333	 7:-1.76211879003449	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:2.73652435951062	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.785993944666196
5	 1:.740564057232326	 2:.45026483273048	 3:.821588225722488	 4:-.300515861571926	 5:.713640052235832	 6:.482144492918339	 7:1.34362436250451	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:2.547358471243	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
18	 1:.740564057232326	 2:.636180634632098	 3:.821588225722488	 4:-1.27636852773701	 5:-.17289686162588	 6:.847561189744327	 7:-1.76211879003449	 8:1.22782997203473	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
7	 1:1.48055000044651	 2:1.56575964414018	 3:-.546569861155559	 4:-1.40648221655902	 5:.713640052235832	 6:-1.52764733962459	 7:.326225743569318	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.554411343392506	 2:-.665229978679225	 3:-.843995532216004	 4:-1.19504747222325	 5:.53633266946349	 6:.482144492918339	 7:-1.01245664976646	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
14	 1:2.96052188687489	 2:2.49533865364827	 3:-.115302638117914	 4:1.01688523775094	 5:-1.41404854103227	 6:.664852841331333	 7:1.11158608099297	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.369414857588959	 2:-.851145780580843	 3:-.531698577602537	 4:.805450493415171	 5:.713640052235832	 6:1.5783945833963	 7:1.34362436250451	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.554411343392506	 2:-.479314176777608	 3:-.858866815769027	 4:1.17952734877845	 5:.890947435008175	 6:.847561189744327	 7:.344074842147129	 8:.357664159388672	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:1.58405861750914
1	 1:-.369414857588959	 2:-.665229978679225	 3:.821588225722488	 4:-1.11372641670949	 5:.713640052235832	 6:-1.52764733962459	 7:-.994607551188651	 8:1.13324673152973	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
17	 1:.925560543035873	 2:1.00801223843533	 3:-.918351949981116	 4:1.29337682649771	 5:.53633266946349	 6:-.43139724914663	 7:-1.01245664976646	 8:-9.63353950353624E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-3.42053603639123	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.554411343392506	 2:-.107482572974372	 3:-.903480666428093	 4:-1.2438401055315	 5:.713640052235832	 6:-1.52764733962459	 7:-.012907129409079	 8:.244164270782663	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.554411343392506	 2:-.665229978679225	 3:1.49079598560849	 4:1.53733999303898	 5:.713640052235832	 6:-1.71035568803758	 7:1.04018968668173	 8:.906246954317713	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:-.332214120909388	 15:-.105304810091389	 16:-.240089206131876
7	 1:-.924404314999601	 2:-.665229978679225	 3:-2.40548030528334	 4:.431373638051888	 5:1.60017696609754	 6:-1.52764733962459	 7:1.36147346108232	 8:1.60616293405476	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
2	 1:-.739407829196054	 2:-.665229978679225	 3:.717489240851332	 4:.707865226798663	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:-.387738199543097	 8:1.28457991633774	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.6980678564867
